kod,x,y,nazev,popis_objektu,material,typ,druh,autor_dila,rok_vytvoreni,umisteni,url_odkaz_enc,obr_id1,obr_id2,obr_id3,obr_id4,obr_id5,obr_id6
6950,16.6095605,49.1922483,Wolfgang Amadeus Mozart,"Další dílo ze série Sochy pro Brno představuje poctu W. A. Mozartovi, který v Brně působil v roce 1767. Autor Kurt Gebauer ho znázornil jako andělíčka s jedním křídlem, na vysokém sloupu. Až příště půjdete přes Zelňák, nezapomeňte zvednout oči nahoru.",bronz,socha,Sochy,Kurt Gebauer,2008,Před budovou divadla Reduta,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=709,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=98715&RECORD_ID=6950&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=98714&RECORD_ID=6950&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=98713&RECORD_ID=6950&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=98712&RECORD_ID=6950&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=98711&RECORD_ID=6950&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,
6952,16.6085755,49.1947949,Multifunkční hodinový stroj,,,hodiny,Sochy,"Oldřich Rujbr, Petr Kameník",2010,,https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=904,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97960&RECORD_ID=6952&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97961&RECORD_ID=6952&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97959&RECORD_ID=6952&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97958&RECORD_ID=6952&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97957&RECORD_ID=6952&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,
6957,16.6838204,49.1774708,Sv. Cyril a Metoděj,,,sousoší,Sochy,,1887,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1036,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64018&RECORD_ID=6957&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64017&RECORD_ID=6957&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64016&RECORD_ID=6957&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64015&RECORD_ID=6957&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64014&RECORD_ID=6957&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64013&RECORD_ID=6957&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
6959,16.5622367,49.1644686,Oběti 1. a 2. sv. války ze St. Lískovce,,,pomník,Pomníky a památníky,,,V parku u křižovatky ulic Točná a Klobásova,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=577,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97773&RECORD_ID=6959&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97776&RECORD_ID=6959&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97775&RECORD_ID=6959&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97774&RECORD_ID=6959&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,
6964,16.5806278,49.1944691,Bohuslav Fuchs,,,památník,Pomníky a památníky,"Milivoj Husák, Ladislav Vlachynský, Jaromír Foretník",1995,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=620,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64210&RECORD_ID=6964&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=170298&RECORD_ID=6964&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=170297&RECORD_ID=6964&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64213&RECORD_ID=6964&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64212&RECORD_ID=6964&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,
6971,16.593189,49.2105437,Strojírenství,,,socha,Sochy,Antonín Širůček,1976,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1647,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97586&RECORD_ID=6971&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97585&RECORD_ID=6971&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97584&RECORD_ID=6971&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=97583&RECORD_ID=6971&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,
6976,16.527736,49.1775232,Sousoší sv. Trojice,,,sousoší,Sochy,,1906,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1231,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64734&RECORD_ID=6976&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64733&RECORD_ID=6976&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64732&RECORD_ID=6976&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,
6977,16.6123826,49.1963896,Památník 1. 2. a 3. odboje,"Památník 1., 2. a 3. odboje je trvalou připomínkou hrdinství obětí v letech první a druhé světové války a v období komunistické totality. Trojboký jehlan, jehož plochy představují tři dějinná období, se nachází u budovy Krajského soudu.",,památník,Pomníky a památníky,Michal Gabriel,2006,Na rohu ulic Roosveltova a Dvořákova,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=625,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=154071&RECORD_ID=6977&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=154070&RECORD_ID=6977&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=154069&RECORD_ID=6977&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=154068&RECORD_ID=6977&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,
6978,16.5529287,49.2217492,Dvě koňské hlavy,,,socha,Sochy,Vladimír Drápal,1976,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1366,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66685&RECORD_ID=6978&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66687&RECORD_ID=6978&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=66686&RECORD_ID=6978&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,
6980,16.5880974,49.1883094,Textilačka,"Textilačku najdete před brněnským výstavištěm, kousek od Letohrádku Mitrovských. Symbolika je celkem jasná, neboť jak všichni dobře víme, Brno bylo v dobách minulých mekkou textilní výroby. A né nadarmo se mu říkalo moravský Manchester.",kámen,socha,Sochy,Miloš Axman,1964,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=859,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=65675&RECORD_ID=6980&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=65676&RECORD_ID=6980&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=65674&RECORD_ID=6980&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=65673&RECORD_ID=6980&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=65672&RECORD_ID=6980&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=65671&RECORD_ID=6980&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080
6984,16.5813725,49.2155917,Sladké nic nedělání (Ležící dívka),,kámen,socha,Sochy,Ctibor Bayer,,Před obchodním domem,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1258,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=238047&RECORD_ID=6984&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=238049&RECORD_ID=6984&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=238048&RECORD_ID=6984&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=238046&RECORD_ID=6984&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,
6987,16.5726504,49.215715,Matka s dítětem,,,socha,Sochy,Sylva Lacinová,1975,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1350,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=71009&RECORD_ID=6987&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=39680&RECORD_ID=6987&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,
6989,16.5748612,49.2058482,Dr. Miroslav Tyrš,"Na stupňovitém kamenném podstavci je bronzová portrétní busta s plastickým nápisem, na podstavci černý rytý letopočet",,pomník,Pomníky a památníky,,1932,Ve svahu nad areálem hřiště Pod lesem,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=497,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=71003&RECORD_ID=6989&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,
6990,16.5823116,49.2085951,Vítězství nad fašismem,,,pomník,Pomníky a památníky,"Jiří Marek, Jaroslav Hlavsa, Jar. Ryška, A. Hladík, Fr. Chmelař",1976,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=299,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=70998&RECORD_ID=6990&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=70997&RECORD_ID=6990&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=70996&RECORD_ID=6990&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,
6991,16.576411,49.218181,Růže pro Vincence Makovského,Růže k poctě sochaři Vincenci Makovskému od jeho studentky Sylvy Lacinové.,,socha,Sochy,Sylva Lacinová,1981,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1282,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=71025&RECORD_ID=6991&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=71024&RECORD_ID=6991&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=71023&RECORD_ID=6991&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,
6992,16.5784803,49.2122857,Oběti 1. a 2. sv. války ze Žabovřesk,,,pomník,Pomníky a památníky,,1924,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=290,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=71006&RECORD_ID=6992&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=71005&RECORD_ID=6992&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=71004&RECORD_ID=6992&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,
7003,16.5837791,49.2083938,Růže,,,socha,Sochy,Jiří Marek,1985,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1539,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=70995&RECORD_ID=7003&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=67387&RECORD_ID=7003&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=67386&RECORD_ID=7003&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,
7004,16.5306031,49.226628,Oběti bojů za svobodu a demokracii,,,pomník,Pomníky a památníky,,,,https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=734,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=71676&RECORD_ID=7004&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=71675&RECORD_ID=7004&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,
7007,16.5921673,49.1956155,Karel Tomeš,,,busta,Sochy,Nikos Armutidis,2005,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=218,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=74773&RECORD_ID=7007&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,
7010,16.5930853,49.1914281,F. M. Klácel,,,pomník,Pomníky a památníky,Milada Otthová,1978,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=395,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=65374&RECORD_ID=7010&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=175898&RECORD_ID=7010&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=175897&RECORD_ID=7010&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=175896&RECORD_ID=7010&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=65373&RECORD_ID=7010&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,
7013,16.5685448,49.1937312,Otvírání studánek,Inspirací pro sochu byla Jiřímu Markovi skladba Otvírání studánek od Bohuslava Martinů.,,fontána,Vodní prvky,Jiří Marek,1966,,https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=972,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64169&RECORD_ID=7013&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=159321&RECORD_ID=7013&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64173&RECORD_ID=7013&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64170&RECORD_ID=7013&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,
7014,16.565782,49.1922033,Dělnických bojů a 1. máje 1890,,,pomník,Pomníky a památníky,"Miloš Slezák (sochař), Antonín Hladík (architekt)",,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=404,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64195&RECORD_ID=7014&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64197&RECORD_ID=7014&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64196&RECORD_ID=7014&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=64194&RECORD_ID=7014&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,
